instance_id,label_gpt4o,label_wiktionary,dtw_distance
22746,ye,ye,10.6877
22747,yahrl,yahrl,10.3147
22748,YAHMUH(L)KUH,YAHMUH(L)KUH,8.0101
22749,yahrn,yahrn,9.1089
2275,batuhsee,batuhsee,9.4476
22750,YATUHGAN,YATUHGAN,8.7656
22751,yeding,yeding,10.0301
22752,-een,-een,9.6915
22753,yir,yir,9.7692
22754,yurn,yurn,7.8952
22755,YURNING,YURNING,8.2311
22756,YURNINGLEE,YURNINGLEE,12.8399
22757,yirz,yirz,9.9477
22758,YEL-oh,YEL-oh,8.1335
22759,YELUHUUBELEE,YELUHUUBELEE,11.7065
2276,BAT-uhree,BAT-uhree,9.3768
22760,YEL-oh-kard·,YEL-oh-kard·,8.7467
22761,YELAWUUISH,YELAWUUISH,7.8721
22762,yeloh·-JURZEE,yeloh·-JURZEE,10.1487
22763,yelp,yelp,11.6294
22764,YEPƗREE,YEPƗREE,12.2434
22765,yurk,yurk,11.7779
22766,yes,yes,8.83
22767,yes,yes,7.1819
22768,YESTUHNIGHT,YESTUHNIGHT,9.4722
22769,YESTURYIUR,YESTURYIUR,8.3922
2277,BATL,BATL,8.6169
22770,IGDRUHSIL,IGDRUHSIL,11.4872
22771,ya-NOPUULOS,ya-NOPUULOS,11.3723
22772,YID-ish,YID-ish,11.2052
22773,YEELDID,YEELDID,9.2508
22774,yin,yin,10.3421
22775,yuh-NOH,yuh-NOH,10.2433
22776,EELEM,EELEM,11.0674
22777,yob,yob,12.2243
22778,YOBI-bight·,YOBI-bight·,12.3144
22779,yuhuuduh·-kuhn-DISHUHN,yuhuuduh·-kuhn-DISHUHN,8.2126
2278,BATUHL-grownd·,BATUHL-grownd·,9.5956
22780,YOH-duhl,YOH-duhl,9.3532
22781,YOH-guh,YOH-guh,9.865
22782,YUHUUGAZM,YUHUUGAZM,10.9735
22783,YOGUHT,YOGUHT,10.0246
22784,YOGUHT,YOGUHT,8.4554
22785,YO-guht,YO-guht,10.2564
22786,YOH-gurt,YOH-gurt,8.8422
22787,YOH-kuhl,YOH-kuhl,8.8848
22788,yomp,yomp,11.5569
22789,YAHNDUHR,YAHNDUHR,10.9787
2279,BAT-luh,BAT-luh,10.393
22790,YOHNIK,YOHNIK,11.1795
22791,yohr,yohr,8.7008
22792,YAWKSHIUH-TERIUH,YAWKSHIUH-TERIUH,8.2039
22793,YAWRUHBUH,YAWRUHBUH,8.8329
22794,yoh-SEMITEE,yoh-SEMITEE,9.8812
22795,YOTUHBIGHT,YOTUHBIGHT,11.9139
22796,yood,yood,11.2769
22797,yoo-noh,yoo-noh,10.7757
22798,-oo,-oo,10.7894
22799,-oo,-oo,12.3861
228,uh-BUUUT,uh-BUUUT,9.5437
2280,batl·-roy-AL,batl·-roy-AL,9.8549
22800,YUNGGUR,YUNGGUR,8.7548
22801,YUNGUHN,YUNGUHN,9.0106
22802,yohr,yohr,9.0359
22803,yuur,yuur,10.1709
22804,yuh-SELF,yuh-SELF,9.4928
22805,yur-SELF,yur-SELF,9.3973
22806,yooth,yooth,8.4222
22807,yooth‿iz·-WAYSTID‿AHN-dhuh-YUNG,yooth‿iz·-WAYSTID‿AHN-dhuh-YUNG,9.7739
22808,-oothee,-oothee,10.3649
22809,YOO-toob,YOO-toob,9.5294
2281,batl·-roy-AL,batl·-roy-AL,10.2351
22810,YOO-toob-poop,YOO-toob-poop,9.8702
22811,yoov,yoov,9.579
22812,YOH-waeet,YOH-waeet,9.7683
22813,YOW-zuh,YOW-zuh,9.8852
22814,YOH-yoh,YOH-yoh,9.1077
22815,EEPRUH,EEPRUH,11.3297
22816,-ees,-ees,9.1895
22817,i-TUR-bee-uhm,i-TUR-bee-uhm,10.6044
22818,YUKUH,YUKUH,12.5235
22819,yuk,yuk,9.6963
2282,ba-TAH-luh-jee,ba-TAH-luh-jee,9.6656
22820,YUKEE,YUKEE,9.5451
22821,YOOGUH-slahv·,YOOGUH-slahv·,11.5147
22822,yooguh-SLAHVEE-uh,yooguh-SLAHVEE-uh,10.6981
22823,yuk,yuk,8.8323
22824,-uk,-uk,10.2695
22825,YOO-kahn,YOO-kahn,8.1635
22826,yum-TASTIK,yum-TASTIK,9.1991
22827,YUPƗREE,YUPƗREE,10.6401
22828,yurt,yurt,12.6169
22829,YOOZOO,YOOZOO,8.7743
2283,BAWBUHL,BAWBUHL,9.1313
22830,zee,zee,9.4006
22831,ZAKUHREE,ZAKUHREE,9.666
22832,ZAHGREB,ZAHGREB,12.3642
22833,ZIGHKIGH,ZIGHKIGH,10.2069
22834,ZIGHTEK,ZIGHTEK,10.2672
22835,ZAMBEEUH,ZAMBEEUH,9.7667
22836,ZAMBEEUH,ZAMBEEUH,11.4257
22837,zuh-MAWRUH,zuh-MAWRUH,10.784
22838,ZAYNEE,ZAYNEE,11.7876
22839,ZANZIBAH,ZANZIBAH,11.5859
2284,bawd,bawd,12.0636
22840,zeel,zeel,8.0841
22841,ZELUHSLEE,ZELUHSLEE,9.8735
22842,ZEBI-bight·,ZEBI-bight·,10.0797
22843,ZEBRUH,ZEBRUH,12.1323
22844,ZEEBRUH,ZEEBRUH,8.322
22845,ZIGHTGIGHSTEE,ZIGHTGIGHSTEE,10.6409
22846,zi-LENSKEE,zi-LENSKEE,9.2801
22847,ZENDUHUU,ZENDUHUU,9.518
22848,ZEE-nith,ZEE-nith,10.1404
22849,ZEFUR,ZEFUR,8.1345
2285,buhuud(uh)·-LEUHRI-uhn,buhuud(uh)·-LEUHRI-uhn,9.8409
22850,ZEFUHRUHS,ZEFUHRUHS,10.0918
22851,ZE-puh-lin,ZE-puh-lin,10.6725
22852,ZEPTOH-mohl·,ZEPTOH-mohl·,11.129
22853,ZAYTUH,ZAYTUH,11.1924
22854,zuh-TET-ik,zuh-TET-ik,10.987
22855,ZETUHBIGHT,ZETUHBIGHT,11.5877
22856,zyoos,zyoos,8.9878
22857,-uhuu,-uhuu,10.814
22858,ZIG-zag,ZIG-zag,10.1048
22859,zim-BAHBWAY,zim-BAHBWAY,12.0053
2286,BOWHOWS,BOWHOWS,9.7362
22860,zim-BAHBWAY,zim-BAHBWAY,12.6019
22861,zingk,zingk,9.0914
22862,ZIP-kohd,ZIP-kohd,10.01
22863,ZIP-lighn·,ZIP-lighn·,9.7966
22864,-uhuuluh,-uhuuluh,11.3593
22865,zur-KOH-nee-uh,zur-KOH-nee-uh,9.1142
22866,zurr-KOHNEEUHM,zurr-KOHNEEUHM,9.8738
22867,zi-ZAYNEEUH,zi-ZAYNEEUH,9.5185
22868,ZOH-boh,ZOH-boh,11.5102
22869,zoh-DIGH-uh-kuhl,zoh-DIGH-uh-kuhl,12.4951
2287,baw(l)k,baw(l)k,11.1996
22870,ZUHUUITRUHUUP,ZUHUUITRUHUUP,10.2232
22871,ZAHMBUK,ZAHMBUK,13.0832
22872,zohn,zohn,9.2953
22873,-uhuuning,-uhuuning,10.4362
22874,-ongkuh,-ongkuh,10.412
22875,ZOOKEEPUR,ZOOKEEPUR,8.8417
22876,zohuh-LAHJIKUHL,zohuh-LAHJIKUHL,8.8153
22877,ZOOMEE,ZOOMEE,9.1129
22878,ZOOMEEZ,ZOOMEEZ,9.6733
22879,ZOOMING,ZOOMING,10.3803
2288,BOWM-kookhuhn·,BOWM-kookhuhn·,11.8657
22880,zoom-lenz,zoom-lenz,8.35
22881,ZUHUUON,ZUHUUON,11.5145
22882,zoh·-uh-PLANGK-tuhn,zoh·-uh-PLANGK-tuhn,10.0487
22883,ZOOZ-vay,ZOOZ-vay,10.2412
22884,zawrs,zawrs,9.0301
22885,ZOWUR-swahpt·,ZOWUR-swahpt·,11.6305
22886,zuk,zuk,9.9246
22887,(t)suu-KETOH,(t)suu-KETOH,12.5527
22888,zoo-KEE-nee,zoo-KEE-nee,11.0874
22889,ZUKURBURG,ZUKURBURG,11.6444
2289,BAWKSIGHT,BAWKSIGHT,8.612
22890,zaygoh·-DAKTUHLUHS,zaygoh·-DAKTUHLUHS,8.546
22891,ZIGH-gahn,ZIGH-gahn,10.4972
22892,ZIGHTHUHM,ZIGHTHUHM,10.7873
22893,ZIZIVUH,ZIZIVUH,9.89
22894,shaw,shaw,14.5218
22895,nah-AJIKTIV,nah-AJIKTIV,11.3193
229,uh-BOWT-fays·,uh-BOWT-fays·,8.0638
2290,bahvur·-WAH,bahvur·-WAH,12.7654
2291,BA-vin,BA-vin,9.9004
2292,bawd,bawd,12.1841
2293,BAWDILEE,BAWDILEE,10.0256
2294,bawl,bawl,11.3959
2295,BAY-urd,BAY-urd,10.6422
2296,bayzwawtuh,bayzwawtuh,11.6868
2297,-az,-az,9.0261
2298,BAHZUH,BAHZUH,10.4934
2299,buh-ZAHR,buh-ZAHR,8.4163
23,AHNT-blahm,AHNT-blahm,12.254
230,uh-BOWT-turn,uh-BOWT-turn,10.8933
2300,buh-ZILIUHN,buh-ZILIUHN,9.746
2301,buh-ZINGGUH,buh-ZINGGUH,9.042
2302,BAZUH,BAZUH,8.8311
2303,bee-bee-SEE,bee-bee-SEE,10.9017
2304,bee-bee-SEE,bee-bee-SEE,10.2676
2305,-em,-em,10.8007
2306,bee,bee,10.4783
2307,bee,bee,11.9406
2308,beech,beech,8.1664
2309,BEECHHED,BEECHHED,9.5084
231,uh-BUV,uh-BUV,11.832
2310,BEEN-bag·,BEEN-bag·,8.9007
2311,BEENBAG,BEENBAG,9.4953
2312,BEENUR,BEENUR,14.8428
2313,bahr,bahr,10.5761
2314,BEUHRUHBUHL,BEUHRUHBUHL,10.8351
2315,BEUHB(UH)REE,BEUHB(UH)REE,9.6608
2316,BEUHRUH,BEUHRUH,11.0142
2317,BERING,BERING,8.6719
2318,-euhringz,-euhringz,9.4085
2319,berz,berz,9.4677
232,uh-BUV-bawrd·,uh-BUV-bawrd·,9.7181
2320,BEUHR-skin,BEUHR-skin,9.5539
2321,BEREE,BEREE,8.1306
2322,biuh-TIFIK,biuh-TIFIK,9.189
2323,bee-ATIFIGH,bee-ATIFIGH,10.8196
2324,BEE-dit·,BEE-dit·,10.9848
2325,bee-ATITYOOD,bee-ATITYOOD,10.1248
2326,bee-ATITOOD,bee-ATITOOD,8.7519
2327,BEETLZ,BEETLZ,9.7606
2328,BEETNIK,BEETNIK,10.9278
2329,BYOOLEE,BYOOLEE,12.6392
233,uh-BUV-sight·-uhd,uh-BUV-sight·-uhd,9.1093
2330,byoo-TI(T)SHUHN,byoo-TI(T)SHUHN,8.6031
2331,BYOO-ti-fuhl,BYOO-ti-fuhl,8.9598
2332,BYOOTIF(UH)LEE,BYOOTIF(UH)LEE,12.3661
2333,BYOO-ti-figh,BYOO-ti-figh,11.3968
2334,BYOOTEE,BYOOTEE,9.0304
2335,BYOOTEE-iz-in-dhee-igh-uhv-dhee-bi-HUHUULDUH,BYOOTEE-iz-in-dhee-igh-uhv-dhee-bi-HUHUULDUH,11.3619
2336,BEEVUR,BEEVUR,9.5008
2337,BEEBOP,BEEBOP,11.0278
2338,buh-BODHUH,buh-BODHUH,11.4541
2339,BEKDUHL,BEKDUHL,11.6651
234,uh-BUV-grownd·,uh-BUV-grownd·,9.0669
2340,BEK,BEK,9.7961
2341,bekuhnuhm,bekuhnuhm,10.7137
2342,BEKIT,BEKIT,11.008
2343,BEKIT,BEKIT,10.1754
2344,bektuhn,bektuhn,10.9813
2345,bi-KLOWD,bi-KLOWD,8.9237
2346,bi-KUMINGLEE,bi-KUMINGLEE,9.0384
2347,bed,bed,10.7735
2348,bed,bed,11.5338
2349,BEDING,BEDING,8.5284
235,uh-BUV-menshnd·,uh-BUV-menshnd·,10.6376
2350,-edee,-edee,8.5451
2351,bedfont,bedfont,11.17
2352,BEDFUHD,BEDFUHD,10.1109
2353,BED-fuhd-shuh,BED-fuhd-shuh,10.4059
2354,BEDLUHM,BEDLUHM,10.3776
2355,bed-uv-RUHUUZUHZ,bed-uv-RUHUUZUHZ,10.7099
2356,BED-pan·,BED-pan·,10.124
2357,bi-DRAGLD,bi-DRAGLD,10.4138
2358,BEDRIDUHN,BEDRIDUHN,10.6718
2359,BED-right·,BED-right·,10.9019
236,uh-BAHKS,uh-BAHKS,9.0094
2360,-ungkuhn,-ungkuhn,10.4956
2361,BEDSHEET,BEDSHEET,8.5733
2362,BED-sighd·,BED-sighd·,7.7977
2363,BED-sit·,BED-sit·,8.8385
2364,BED-spred,BED-spred,10.8499
2365,BEDTIGHM,BEDTIGHM,8.922
2366,BEDWETUR,BEDWETUR,11.263
2367,beeb,beeb,11.4993
2368,BEECHUHN,BEECHUHN,9.1372
2369,BEE-eetuhr,BEE-eetuhr,11.7944
237,abruhkuh·-DABRUH,abruhkuh·-DABRUH,9.6078
2370,beef,beef,9.056
2371,BEEF-buuuhgin·-YON,BEEF-buuuhgin·-YON,12.2541
2372,-eefuh,-eefuh,10.5633
2373,BEEF-stayk·,BEEF-stayk·,9.2836
2374,BEEF-stayk·,BEEF-stayk·,9.2578
2375,BEEHIGHV,BEEHIGHV,9.7404
2376,BEE-keepur·,BEE-keepur·,9.8503
2377,bin,bin,11.6393
2378,been,been,13.4761
2379,biuh,biuh,8.8238
238,uh-BRAYD-nt,uh-BRAYD-nt,10.2351
2380,biuh,biuh,8.8421
2381,BEE-stingz,BEE-stingz,9.7163
2382,beet,beet,8.3841
2383,BEETUHL,BEETUHL,12.1124
2384,BEE-trʉt,BEE-trʉt,9.7524
2385,-eevz,-eevz,8.7154
2386,-eezuh,-eezuh,11.4608
2387,bi-FAWLUHN,bi-FAWLUHN,13.0433
2388,bi-FAWLUHN,bi-FAWLUHN,11.672
2389,bi-FEZD,bi-FEZD,10.1259
239,ay-BRANG-kee-l,ay-BRANG-kee-l,10.6729
2390,bi-FIT-ing,bi-FIT-ing,9.0693
2391,-og,-og,10.0616
2392,bi-FOOL,bi-FOOL,10.3047
2393,bi-FAWRHAND,bi-FAWRHAND,8.2892
2394,bi-FREND,bi-FREND,10.7803
2395,-udl,-udl,11.3352
2396,buh-GAHD-kuh-faht·,buh-GAHD-kuh-faht·,13.1753
2397,bee-GADHURD-tuh-wunz-FAHDHURZ,bee-GADHURD-tuh-wunz-FAHDHURZ,9.3705
2398,BEGUR,BEGUR,8.3291
2399,BEGUHREE,BEGUHREE,7.9206
24,ahpah,ahpah,10.4193
240,uh-BRAYZ,uh-BRAYZ,9.669
2400,buh-GINUR,buh-GINUR,9.0902
2401,bi-GIN-ing,bi-GIN-ing,7.4812
2402,bi-GIN-ing,bi-GIN-ing,9.8011
2403,bee-GAHRUH,bee-GAHRUH,9.8841
2404,-ot,-ot,8.4745
2405,bi-GRUJ,bi-GRUJ,10.2124
2406,BEG-tuh-DIFUR,BEG-tuh-DIFUR,10.5791
2407,BEG-tuh-DIFUH,BEG-tuh-DIFUH,10.1663
2408,bay-GEEN,bay-GEEN,11.7684
2409,bi-GUN,bi-GUN,8.7661
241,uh-BRAY-zhn,uh-BRAY-zhn,8.3903
2410,bi-HAF,bi-HAF,7.8539
2411,bi-HAYVYUR,bi-HAYVYUR,7.9655
2412,bi-HEST,bi-HEST,9.5972
2413,bi-HUHɄLDUHN,bi-HUHɄLDUHN,11.4349
2414,bi-HOOF,bi-HOOF,11.8703
2415,bi-HUHUUV,bi-HUHUUV,11.98
2416,ben-YAY,ben-YAY,9.2546
2417,been,been,10.8352
2418,BEEINGZ,BEEINGZ,10.2028
2419,bay-ROOT,bay-ROOT,10.5375
242,AH-prowm·,AH-prowm·,12.1548
2420,bay-ROOT,bay-ROOT,9.2844
2421,bel,bel,8.9615
2422,bi-LAYTID,bi-LAYTID,11.0284
2423,bel·-KANTOH,bel·-KANTOH,11.4837
2424,BELCH,BELCH,9.4611
2425,BELCH,BELCH,10.3546
2426,bi-LEEGUHD,bi-LEEGUHD,11.5328
2427,BELJUHM,BELJUHM,11.401
2428,BELJUHM,BELJUHM,10.2167
2429,bi-LEEVUHBL,bi-LEEVUHBL,10.9638
243,uh-BRAK-suhs,uh-BRAK-suhs,8.4928
2430,bi-LEEVUR,bi-LEEVUR,9.7795
2431,bi-LIT-uhl,bi-LIT-uhl,11.2167
2432,-ituhl,-ituhl,11.0454
2433,BEL-boy·,BEL-boy·,9.4995
2434,BELEND,BELEND,8.4129
2435,bel·-LETR(UH),bel·-LETR(UH),10.55
2436,buh-LIJ-uh-ruhnt,buh-LIJ-uh-ruhnt,9.8165
2437,belinguhm,belinguhm,10.1335
2438,BELOH,BELOH,7.4745
2439,BEL-ohz,BEL-ohz,8.642
244,abree·-NOWNTS,abree·-NOWNTS,11.7021
2440,BELYOO-ighn·,BELYOO-ighn·,12.3559
2441,BELWEDHUR,BELWEDHUR,9.5756
2442,BELEE-ayk·,BELEE-ayk·,9.7273
2443,BELEE-wahsh,BELEE-wahsh,8.9028
2444,buh-LOYT,buh-LOYT,9.8808
2445,bi-LAWNGD,bi-LAWNGD,10.9474
2446,bi-LAWNGING,bi-LAWNGING,10.2987
2447,bi-LAWNGZ,bi-LAWNGZ,12.2352
2448,beluh·-RUSHUHNIZUHM,beluh·-RUSHUHNIZUHM,12.2686
2449,bi-LUHUUV,bi-LUHUUV,11.1509
245,uhbroo-VWAH,uhbroo-VWAH,11.5918
2450,bi-LUHUU,bi-LUHUU,8.8709
2451,bi-LOH,bi-LOH,9.6218
2452,buh-LOOGUH,buh-LOOGUH,11.2946
2453,buh-LOO-guh-(h)wayl,buh-LOO-guh-(h)wayl,9.454
2454,BEL-vuh-dir·,BEL-vuh-dir·,9.5754
2455,belvuhdiuhr,belvuhdiuhr,9.8713
2456,bi-MYOOZD,bi-MYOOZD,10.7886
2457,bi-MYOOZING,bi-MYOOZING,9.0142
2458,BEN(T)SHMAHK,BEN(T)SHMAHK,9.1063
2459,BENCHMAHRK,BENCHMAHRK,8.1729
246,uh-BRIJ,uh-BRIJ,9.9904
2460,BENDING,BENDING,10.8195
2461,been,been,11.7091
2462,BENUHDIKT,BENUHDIKT,9.4169
2463,BENUH-faktur·,BENUH-faktur·,10.1439
2464,BENIFIS,BENIFIS,10.4828
2465,buh-NE-fuh-suhnt,buh-NE-fuh-suhnt,9.1773
2466,BEN-uh-fit,BEN-uh-fit,8.5562
2467,bi-NET,bi-NET,10.7346
2468,buh-NEVUHLUHNS,buh-NEVUHLUHNS,11.5239
2469,buh-NEVUHLUHNS,buh-NEVUHLUHNS,9.6208
247,uh-BRIJ-muhnt,uh-BRIJ-muhnt,9.0424
2470,buh-NEVUHLUHNT,buh-NEVUHLUHNT,10.6353
2471,BENIDAWM,BENIDAWM,11.1625
2472,bi-NIGHN,bi-NIGHN,10.3617
2473,BENJUHMIN,BENJUHMIN,10.1525
2474,-enee,-enee,7.5069
2475,-enee,-enee,9.3113
2476,BENTHIK,BENTHIK,10.6872
2477,BENTLEE,BENTLEE,10.5197
2478,BENTOH,BENTOH,10.7683
2479,-on,-on,9.7386
248,uh-BRI-jur,uh-BRI-jur,11.3466
2480,BENTWUUD,BENTWUUD,9.4542
2481,benzohdigh·-AZIPEEN,benzohdigh·-AZIPEEN,8.8626
2482,-aynt,-aynt,8.2035
2483,buhr-DASH,buhr-DASH,9.9359
2484,biuh,biuh,11.0731
2485,bi-REEVD,bi-REEVD,11.7491
2486,beruhs·-TAHLUHJEE,beruhs·-TAHLUHJEE,10.1764
2487,buh-RAY,buh-RAY,9.8673
2488,burg,burg,10.9505
2489,BURGUH-maht·,BURGUH-maht·,9.2558
249,uh-BRIJ-muhnt,uh-BRIJ-muhnt,11.8272
2490,BERING-SEE,BERING-SEE,8.9586
2491,BAHKSHUH,BAHKSHUH,11.5052
2492,buh-LIN,buh-LIN,9.5903
2493,burmuhndzee,burmuhndzee,10.7058
2494,buh-MYOODEEUHN,buh-MYOODEEUHN,9.1663
2495,buh-RIL-ee-uhm,buh-RIL-ee-uhm,11.0861
2496,buh-ZURK,buh-ZURK,9.5057
2497,-iuh,-iuh,9.7529
2498,bi-SMURCH,bi-SMURCH,8.3553
2499,BEE-zuhm,BEE-zuhm,10.0765
25,AHRD-vahrk,AHRD-vahrk,8.7596
250,uh-BRAWD,uh-BRAWD,9.4874
2500,bee-SPATUR,bee-SPATUR,10.0995
2501,bi-SPEKTUHKUHLD,bi-SPEKTUHKUHLD,9.8538
2502,bi-SPEKTUHKUHLD,bi-SPEKTUHKUHLD,9.8554
2503,buh-SPOHK,buh-SPOHK,10.4477
2504,buh-SPOHK,buh-SPOHK,10.4592
2505,buh-SPOHK,buh-SPOHK,10.2814
2506,buh-SPOHK,buh-SPOHK,10.2598
2507,BEST-boy·,BEST-boy·,10.3126
2508,BEST-boy·,BEST-boy·,11.2028
2509,BESTID,BESTID,9.9312
251,AB-ruh-guh-bl,AB-ruh-guh-bl,9.7433
2510,-estuh,-estuh,9.5355
2511,BESCHUHL-liti·,BESCHUHL-liti·,12.8377
2512,bi-STOH-uhl,bi-STOH-uhl,9.4936
2513,bi-STOHD,bi-STOHD,9.8332
2514,BAYTUH,BAYTUH,9.0112
2515,bi-TEUR,bi-TEUR,11.6128
2516,bethnuhl-green,bethnuhl-green,9.2187
2517,bi-TRUHUUDH,bi-TRUHUUDH,11.0102
2518,bi-TROH-dhuhl,bi-TROH-dhuhl,9.6247
2519,BETUHR,BETUHR,8.3476
252,ab·-ruh-GAY-shuhn,ab·-ruh-GAY-shuhn,9.9668
2520,-oree,-oree,10.1791
2521,BETING,BETING,11.0353
2522,BEV(UH)RIJ,BEV(UH)RIJ,8.9873
2523,BEVEE,BEVEE,8.2529
2524,-euh,-euh,9.7636
2525,bi-WILDUHRMUHNT,bi-WILDUHRMUHNT,11.6649
2526,bi-WIT,bi-WIT,10.8252
2527,buh-WICHING,buh-WICHING,11.074
2528,bekslee,bekslee,9.8604
2529,beksleeheeth,beksleeheeth,9.4148
253,AB-ruh-gay·-tur,AB-ruh-gay·-tur,10.1194
2530,bee-YAHNSAY,bee-YAHNSAY,9.8849
2531,bee-(Y)AHND,bee-(Y)AHND,9.7105
2532,BEZ-uhl,BEZ-uhl,9.8541
2533,bohj·-POOREE,bohj·-POOREE,11.9614
2534,bee-AL-ee,bee-AL-ee,10.5324
2535,BIGHUHST,BIGHUHST,12.3363
2536,bee-AHCH,bee-AHCH,11.6966
2537,bigh-ATH-lahn·,bigh-ATH-lahn·,12.4088
2538,BIBLIKUHL,BIBLIKUHL,13.2289
2539,-ayneeak,-ayneeak,11.3439
254,ab-SI-zhn,ab-SI-zhn,8.815
2540,BIB-yuu-luhs,BIB-yuu-luhs,8.7111
2541,BIBYUULUHSLEE,BIBYUULUHSLEE,10.3216
2542,bui-KAMUHRUHL,bui-KAMUHRUHL,10.5911
2543,bighs,bighs,9.4963
2544,bighsen·-TENIUHL,bighsen·-TENIUHL,10.2429
2545,BIGHSEP,BIGHSEP,10.5073
2546,BIGH-seps,BIGH-seps,8.9304
2547,bigh·-KRUUUHRUHL,bigh·-KRUUUHRUHL,9.8373
2548,bigh·-KRUUR-uhl,bigh·-KRUUR-uhl,8.7164
2549,baee-KYUR-ee-is,baee-KYUR-ee-is,8.7112
255,AB-sis,AB-sis,9.1681
2550,bigh-KUSPID,bigh-KUSPID,10.1434
2551,BIGHSIK(UH)L,BIGHSIK(UH)L,9.6394
2552,BIGHSIK(UH)L,BIGHSIK(UH)L,9.7063
2553,BIGHSIK(UH)L,BIGHSIK(UH)L,9.1133
2554,BIDN,BIDN,11.1023
2555,BIDING,BIDING,10.7314
2556,bi-DAY,bi-DAY,11.5955
2557,bigh-EN-ee-uhl,bigh-EN-ee-uhl,11.7351
2558,bui-EN-i-uhm,bui-EN-i-uhm,9.9485
2559,bigh-FEUHREE-uhs,bigh-FEUHREE-uhs,9.5899
256,ab-SIS-uh,ab-SIS-uh,9.2003
2560,BIFUHUU,BIFUHUU,10.2836
2561,BIGUHMIST,BIGUHMIST,11.6624
2562,BIGUHMUHS,BIGUHMUHS,10.1218
2563,BIGUHMEE,BIGUHMEE,10.2173
2564,BIGUHMEE,BIGUHMEE,9.7397
2565,bigh-JEN-dur,bigh-JEN-dur,9.3106
2566,BIG-fat,BIG-fat,9.2711
2567,BIG-fuut·,BIG-fuut·,11.9398
2568,BIG-fuut·,BIG-fuut·,9.7965
2569,BIGUR,BIGUR,11.2111
257,ab·-SKAHNS,ab·-SKAHNS,9.2347
2570,bigin-hil,bigin-hil,9.6393
2571,BIGITEE,BIGITEE,10.8348
2572,bight,bight,8.7641
2573,BIG-lee,BIG-lee,9.8887
2574,BIGUHTID,BIGUHTID,13.6022
2575,BIG-uh-tree,BIG-uh-tree,10.3793
2576,big-PIK(T)SHUR,big-PIK(T)SHUR,12.5677
2577,BIGHGRUHNT,BIGHGRUHNT,8.2865
2578,BIG-wig,BIG-wig,10.1153
2579,bi-HAHR,bi-HAHR,10.0829
258,AB-snt,AB-snt,9.5813
2580,bɐik,bɐik,9.4497
2581,BILB(UH)RI,BILB(UH)RI,10.7632
2582,bilj,bilj,9.1004
2583,BILJWAWTUR,BILJWAWTUR,10.1458
2584,-ilk,-ilk,9.8943
2585,bil-RIKUH,bil-RIKUH,10.1413
2586,biluh-RIKEE,biluh-RIKEE,10.1082
2587,BIL-ee-uhd,BIL-ee-uhd,10.9103
2588,BIL-ee-uhnth,BIL-ee-uhnth,13.3981
2589,BILUHUU,BILUHUU,9.9943
259,ab·-suhn-TEE-iz·-m,ab·-suhn-TEE-iz·-m,9.134
2590,BILUHɄ,BILUHɄ,10.6647
2591,-ilee,-ilee,8.6368
2592,BIMBUHL,BIMBUHL,10.3622
2593,BIMBOH,BIMBOH,12.9061
2594,-eedeeuhl,-eedeeuhl,10.3655
2595,BIGHNDUR,BIGHNDUR,10.582
2596,-indee,-indee,8.8809
2597,-ingguhl,-ingguhl,10.3831
2598,BING-goh,BING-goh,10.2265
2599,bini-METINIB,bini-METINIB,10.8426
26,AHRD-wuulvz·,AHRD-wuulvz·,10.7351
260,AB-snt-lee,AB-snt-lee,10.8978
2600,BINUHKUHL,BINUHKUHL,10.2947
2601,bi-NOKYUULUR,bi-NOKYUULUR,12.6205
2602,BIGH-oh·,BIGH-oh·,9.1515
2603,-ayshuhn,-ayshuhn,8.8721
2604,bighoh-anuh·-LITIKUHL,bighoh-anuh·-LITIKUHL,9.1124
2605,bighuhuu·-KEMIKUHL,bighuhuu·-KEMIKUHL,9.0424
2606,buiuh(uu)·-KEMIST,buiuh(uu)·-KEMIST,8.7899
2607,bighuhuu·-KEMISTREE,bighuhuu·-KEMISTREE,9.7895
2608,BIGHOHSIGHD,BIGHOHSIGHD,8.5381
2609,-ayshuhn,-ayshuhn,7.9957
261,AB-snt-lee,AB-snt-lee,8.7998
2610,bighohduh·-VURSUHTEE,bighohduh·-VURSUHTEE,8.9863
2611,bighohduh·-vursuhtee·-HAHT-spaht·,bighohduh·-vursuhtee·-HAHT-spaht·,10.05
2612,-ayshuhn,-ayshuhn,8.9177
2613,BIGH-uhuu-fyuu(·-uh)l,BIGH-uhuu-fyuu(·-uh)l,8.4597
2614,-ogruhfee,-ogruhfee,9.9864
2615,bigh-AHGRUHFEE,bigh-AHGRUHFEE,10.2007
2616,bighoh·-infur·-MATIKS,bighoh·-infur·-MATIKS,8.762
2617,bigh·-uh(uu)-LOJ-i-kuhl,bigh·-uh(uu)-LOJ-i-kuhl,11.1356
2618,bigh·-uh-LAH-ji-kuhl,bigh·-uh-LAH-ji-kuhl,9.3854
2619,bigh-OLUHJIST,bigh-OLUHJIST,11.7909
262,uhb-SENTMUHNT,uhb-SENTMUHNT,12.5239
2620,BIGHOH-mas·,BIGHOH-mas·,9.57
2621,BIGH-ohm,BIGH-ohm,10.9769
2622,bigh·-oh-MET-rik,bigh·-oh-MET-rik,8.2716
2623,bighuh·-NAHMUHKUHL,bighuh·-NAHMUHKUHL,9.8265
2624,BIGHAHPSEE,BIGHAHPSEE,13.2677
